,accept_coupon,coupon,bar,coffee,carry-out,restaurant(<$20),restaurant($20-$50),expire_1d,is_male,below_21,bw_21to25,bw_26to30,bw_31to35,bw_36to40,bw_41to45,bw_46to49,above_50,single,unmarried_couple,married,divorce,widow,has_children,some_high_school,high_school,some_college,associates,bachelors,graduate,occupation,income,destination_home,destination_work,destination_not_urgent,passanger_alone,passanger_friz,passanger_kid,passanger_partner,is_rainy,is_snowy,is_sunny,is_freeze,is_cold,is_warm,t07AM,t10AM,t02PM,t06PM,t10PM,distance,direction_same
2248,1,Bar,1.0,2.0,3.0,3.0,1.0,True,False,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Education&Training&Library,62499.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
2249,1,Restaurant(20-50),1.0,2.0,3.0,3.0,1.0,True,False,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Education&Training&Library,62499.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,15.0,0
2250,1,Carry out & Take away,1.0,2.0,3.0,3.0,1.0,False,False,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Education&Training&Library,62499.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5.0,1
2251,1,Restaurant(<20),1.0,2.0,3.0,3.0,1.0,True,False,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Education&Training&Library,62499.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5.0,0
2252,0,Coffee House,1.0,2.0,3.0,3.0,1.0,False,False,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Education&Training&Library,62499.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15.0,0
2253,1,Restaurant(<20),3.0,1.0,4.0,2.0,2.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5.0,0
2254,0,Coffee House,3.0,1.0,4.0,2.0,2.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,0
2255,0,Bar,3.0,1.0,4.0,2.0,2.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,0
2256,0,Carry out & Take away,3.0,1.0,4.0,2.0,2.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,15.0,0
2257,0,Coffee House,3.0,1.0,4.0,2.0,2.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,5.0,0
2258,0,Coffee House,3.0,1.0,4.0,2.0,2.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
2259,0,Coffee House,3.0,1.0,4.0,2.0,2.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
2260,1,Restaurant(<20),3.0,1.0,4.0,2.0,2.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
2261,0,Coffee House,3.0,1.0,4.0,2.0,2.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,5.0,0
2262,0,Restaurant(<20),3.0,1.0,4.0,2.0,2.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,15.0,0
2263,0,Coffee House,3.0,1.0,4.0,2.0,2.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,5.0,0
2264,1,Carry out & Take away,3.0,1.0,4.0,2.0,2.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,15.0,0
2265,0,Coffee House,3.0,1.0,4.0,2.0,2.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,5.0,0
2266,1,Bar,3.0,1.0,4.0,2.0,2.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5.0,1
2267,1,Restaurant(20-50),3.0,1.0,4.0,2.0,2.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15.0,0
2268,0,Coffee House,3.0,1.0,4.0,2.0,2.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5.0,0
2269,0,Coffee House,3.0,1.0,4.0,2.0,2.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
2270,1,Bar,3.0,1.0,4.0,2.0,2.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
2271,1,Restaurant(20-50),3.0,1.0,4.0,2.0,2.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,15.0,0
2272,1,Carry out & Take away,3.0,1.0,4.0,2.0,2.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5.0,1
2273,1,Restaurant(<20),3.0,1.0,4.0,2.0,2.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5.0,0
2274,0,Coffee House,3.0,1.0,4.0,2.0,2.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Management,37499.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15.0,0
2275,1,Restaurant(<20),0.0,0.0,3.0,4.0,1.0,True,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5.0,0
2276,0,Coffee House,0.0,0.0,3.0,4.0,1.0,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,0
2277,1,Carry out & Take away,0.0,0.0,3.0,4.0,1.0,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,15.0,0
2278,0,Coffee House,0.0,0.0,3.0,4.0,1.0,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
2279,0,Coffee House,0.0,0.0,3.0,4.0,1.0,True,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
2280,1,Restaurant(<20),0.0,0.0,3.0,4.0,1.0,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,15.0,0
2281,1,Carry out & Take away,0.0,0.0,3.0,4.0,1.0,True,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,15.0,0
2282,1,Restaurant(<20),0.0,0.0,3.0,4.0,1.0,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,15.0,0
2283,0,Carry out & Take away,0.0,0.0,3.0,4.0,1.0,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,15.0,0
2284,0,Bar,0.0,0.0,3.0,4.0,1.0,True,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,15.0,0
2285,1,Restaurant(<20),0.0,0.0,3.0,4.0,1.0,True,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,5.0,0
2286,1,Restaurant(<20),0.0,0.0,3.0,4.0,1.0,True,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,15.0,0
2287,0,Coffee House,0.0,0.0,3.0,4.0,1.0,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,15.0,0
2288,0,Bar,0.0,0.0,3.0,4.0,1.0,True,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5.0,1
2289,0,Restaurant(20-50),0.0,0.0,3.0,4.0,1.0,True,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15.0,0
2290,0,Coffee House,0.0,0.0,3.0,4.0,1.0,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5.0,0
2291,0,Coffee House,0.0,0.0,3.0,4.0,1.0,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
2292,0,Bar,0.0,0.0,3.0,4.0,1.0,True,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
2293,0,Restaurant(20-50),0.0,0.0,3.0,4.0,1.0,True,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,15.0,0
2294,1,Carry out & Take away,0.0,0.0,3.0,4.0,1.0,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5.0,1
2295,1,Restaurant(<20),0.0,0.0,3.0,4.0,1.0,True,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5.0,0
2296,0,Coffee House,0.0,0.0,3.0,4.0,1.0,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,Transportation & Material Moving,87499.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15.0,0
2297,1,Restaurant(<20),3.0,3.0,3.0,3.0,1.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5.0,0
2298,1,Coffee House,3.0,3.0,3.0,3.0,1.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,0
2299,0,Bar,3.0,3.0,3.0,3.0,1.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,0
2300,1,Carry out & Take away,3.0,3.0,3.0,3.0,1.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,15.0,0
2301,1,Coffee House,3.0,3.0,3.0,3.0,1.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,5.0,0
2302,1,Coffee House,3.0,3.0,3.0,3.0,1.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
2303,1,Coffee House,3.0,3.0,3.0,3.0,1.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
2304,1,Restaurant(<20),3.0,3.0,3.0,3.0,1.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
2305,1,Coffee House,3.0,3.0,3.0,3.0,1.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,5.0,0
2306,1,Restaurant(<20),3.0,3.0,3.0,3.0,1.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,15.0,0
2307,1,Coffee House,3.0,3.0,3.0,3.0,1.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,5.0,0
2308,1,Carry out & Take away,3.0,3.0,3.0,3.0,1.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,15.0,0
2309,1,Coffee House,3.0,3.0,3.0,3.0,1.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,5.0,0
2310,0,Bar,3.0,3.0,3.0,3.0,1.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5.0,1
2311,0,Restaurant(20-50),3.0,3.0,3.0,3.0,1.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15.0,0
2312,1,Coffee House,3.0,3.0,3.0,3.0,1.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5.0,0
2313,0,Coffee House,3.0,3.0,3.0,3.0,1.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
2314,1,Bar,3.0,3.0,3.0,3.0,1.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
2315,0,Restaurant(20-50),3.0,3.0,3.0,3.0,1.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,15.0,0
2316,0,Carry out & Take away,3.0,3.0,3.0,3.0,1.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5.0,1
2317,0,Restaurant(<20),3.0,3.0,3.0,3.0,1.0,True,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5.0,0
2318,0,Coffee House,3.0,3.0,3.0,3.0,1.0,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Arts Design Entertainment Sports & Media,24999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15.0,0
2319,1,Restaurant(<20),2.0,4.0,4.0,2.0,1.0,True,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5.0,0
2320,1,Coffee House,2.0,4.0,4.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,0
2321,0,Carry out & Take away,2.0,4.0,4.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,15.0,0
2322,1,Coffee House,2.0,4.0,4.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
2323,1,Coffee House,2.0,4.0,4.0,2.0,1.0,True,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
2324,0,Restaurant(<20),2.0,4.0,4.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,15.0,0
2325,1,Carry out & Take away,2.0,4.0,4.0,2.0,1.0,True,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,15.0,0
2326,1,Coffee House,2.0,4.0,4.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,5.0,0
2327,1,Restaurant(20-50),2.0,4.0,4.0,2.0,1.0,True,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,5.0,0
2328,0,Bar,2.0,4.0,4.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,5.0,0
2329,1,Coffee House,2.0,4.0,4.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,15.0,0
2330,1,Restaurant(<20),2.0,4.0,4.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,5.0,0
2331,1,Bar,2.0,4.0,4.0,2.0,1.0,True,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,15.0,0
2332,1,Bar,2.0,4.0,4.0,2.0,1.0,True,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5.0,1
2333,0,Restaurant(20-50),2.0,4.0,4.0,2.0,1.0,True,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15.0,0
2334,0,Coffee House,2.0,4.0,4.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5.0,0
2335,1,Coffee House,2.0,4.0,4.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
2336,1,Bar,2.0,4.0,4.0,2.0,1.0,True,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
2337,0,Restaurant(20-50),2.0,4.0,4.0,2.0,1.0,True,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,15.0,0
2338,1,Carry out & Take away,2.0,4.0,4.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5.0,1
2339,1,Restaurant(<20),2.0,4.0,4.0,2.0,1.0,True,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5.0,0
2340,0,Coffee House,2.0,4.0,4.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Management,24999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15.0,0
2341,1,Restaurant(<20),2.0,1.0,2.0,2.0,1.0,True,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Unemployed,24999.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5.0,0
2342,1,Coffee House,2.0,1.0,2.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Unemployed,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,0
2343,1,Carry out & Take away,2.0,1.0,2.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Unemployed,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,15.0,0
2344,1,Coffee House,2.0,1.0,2.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Unemployed,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
2345,1,Coffee House,2.0,1.0,2.0,2.0,1.0,True,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Unemployed,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
2346,1,Restaurant(<20),2.0,1.0,2.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Unemployed,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,15.0,0
2347,1,Carry out & Take away,2.0,1.0,2.0,2.0,1.0,True,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Unemployed,24999.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,15.0,0
2348,1,Coffee House,2.0,1.0,2.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Unemployed,24999.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,5.0,0
2349,0,Restaurant(20-50),2.0,1.0,2.0,2.0,1.0,True,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Unemployed,24999.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,5.0,0
2350,0,Bar,2.0,1.0,2.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Unemployed,24999.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,5.0,0
2351,1,Coffee House,2.0,1.0,2.0,2.0,1.0,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Unemployed,24999.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,15.0,0
