,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
3724,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1,1,0,0,1,1
3725,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1,0,0,0,1,0
3726,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1,1,0,0,1,1
3727,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1,0,0,0,1,0
3728,Home,Alone,Sunny,55,6PM,Bar,1d,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1,0,0,1,0,0
3729,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1,1,0,0,1,1
3730,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1,0,0,0,1,0
3731,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1,1,1,0,1,0
3732,Work,Alone,Sunny,55,7AM,Bar,1d,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1,1,1,0,1,0
3733,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1,1,0,0,1,1
3734,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1,0,0,1,0,1
3735,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1,0,0,0,1,1
3736,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1,1,0,0,1,0
3737,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,0,0,0,1,1
3738,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,0,0,0,1,1
3739,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,0,0,1,1
3740,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,0,0,1,0
3741,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,0,0,1,1
3742,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,0,0,1,1
3743,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,0,0,1,1
3744,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,0,0,1,0
3745,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,0,0,1,1
3746,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,0,0,1,1
3747,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,0,0,0,1,1
3748,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,0,0,1,1
3749,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,0,0,1,0
3750,Home,Alone,Sunny,55,6PM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,0,0,1,0,1
3751,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,0,0,1,1
3752,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,0,0,0,1,0
3753,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,1,0,1,0
3754,Work,Alone,Sunny,55,7AM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,1,0,1,0
3755,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,0,0,1,1
3756,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,0,0,1,0,1
3757,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,0,0,0,1,1
3758,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,0,0,1,0
3759,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,0,0,0,1,1
3760,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,0,0,0,1,1
3761,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,0,0,0,1,0
3762,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,1,0,0,1,1
3763,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,0,0,0,1,1
3764,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,1,0,0,1,1
3765,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,1,0,0,1,1
3766,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,1,0,0,1,1
3767,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,0,0,0,1,1
3768,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,1,0,0,1,1
3769,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,0,0,0,1,1
3770,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,1,0,0,1,1
3771,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,0,0,0,1,1
3772,Home,Alone,Sunny,55,6PM,Bar,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,0,0,1,0,0
3773,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,1,0,0,1,1
3774,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,0,0,0,1,1
3775,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,1,1,0,1,0
3776,Work,Alone,Sunny,55,7AM,Bar,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,1,1,0,1,0
3777,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,1,0,0,1,0
3778,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,0,0,1,0,1
3779,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,0,0,0,1,1
3780,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,1,0,0,1,0
3781,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,0,0,0,1,1
3782,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,0,0,0,1,0
3783,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,0,0,0,1,1
3784,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,1,0,0,1,1
3785,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,0,0,0,1,0
3786,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,1,0,0,1,0
3787,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,1,0,0,1,0
3788,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,1,0,0,1,1
3789,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,0,0,0,1,0
3790,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,1,0,0,1,1
3791,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,0,0,0,1,0
3792,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,1,0,0,1,1
3793,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,0,0,0,1,0
3794,Home,Alone,Sunny,55,6PM,Bar,1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,0,0,1,0,1
3795,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,1,0,0,1,1
3796,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,0,0,0,1,0
3797,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,1,1,0,1,0
3798,Work,Alone,Sunny,55,7AM,Bar,1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,1,1,0,1,1
3799,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,1,0,0,1,1
3800,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,0,0,1,0,1
3801,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,0,0,0,1,1
3802,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,1,0,0,1,0
3803,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,0,0,0,1,1
3804,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,1,0,0,1,1
3805,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,1,0,0,1,1
3806,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,1,0,0,1,1
3807,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,0,0,0,1,1
3808,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),1d,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,1,0,0,1,1
3809,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,1d,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,1,0,0,1,1
3810,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2h,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,1,0,0,1,1
3811,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),2h,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,0,0,0,1,1
3812,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,2h,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,1,0,0,1,1
3813,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,1d,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,1,0,0,1,1
3814,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,0,0,1,0,1
3815,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,0,0,0,1,0
3816,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,0,0,1,0,1
3817,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,1,1,0,1,0
3818,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,0,0,1,0,1
3819,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,0,0,1,0,0
3820,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,0,0,1,0,1
3821,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,1,0,1,0,1
3822,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,1,1,0,1,0
3823,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,0,0,1,0,0
3824,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,1,0,0,1,0
3825,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,0,1,1
3826,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,0,0,1,1
3827,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,0,0,1,0
3828,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,0,0,1,1
3829,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,0,1,1
3830,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,0,1,1
3831,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,0,1,0
3832,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,0,0,1,1
3833,No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,0,1,1
3834,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,0,1,1
3835,No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,0,0,1,0
3836,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,1,0,1
3837,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,0,1,1
3838,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,1,0,0
3839,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,1,0,1,0
3840,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,1,0,0
3841,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,1,0,1
3842,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,1,0,0
3843,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,0,1,0,1
3844,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,1,0,1,1
3845,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,1,0,1
3846,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,0,0,1,1
3847,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,0,1,0
3848,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,1,0,0,1,0
3849,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,1,0,0,1,1
3850,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,1,0,0,1,1
3851,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,0,1,0
3852,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,0,1,0
3853,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,0,1,1
3854,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,1,0,0,1,0
3855,No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,0,1,0
3856,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,0,1,1
3857,No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,1,0,0,1,1
3858,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,1,0,0
3859,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,0,1,0
